id,type_valeur,montant,code_banque_don,code_banque_dest,rib_donneur,rib_beneficiaire,rib_donneur_valide,rib_beneficiaire_valide,date_operation,echeance_depassee,meme_banque,situation_donneur,type_compte,a_ete_rejete,code_rejet
2529,32,84.614,08,04,08219934244934480646,04081024880200810557,1,1,20260331,0,0,0,1,0,00
2530,30,8828.469,26,05,26084992798789823288,05149825307274705205,1,1,20260401,0,0,0,2,0,00
2531,10,994.077,05,20,05363850718296582175,20883345692822792666,1,1,20260406,0,0,0,1,0,00
2532,10,1334.356,10,14,10688383766879953419,14316305869307116719,1,1,20260212,0,0,0,2,0,00
2533,10,955.002,26,17,26130776862720031940,17591705372460313154,1,1,20260327,0,0,0,1,0,00
2534,20,5498.848,02,08,02576019083291659994,08807009341951691067,1,1,20260316,0,0,0,1,0,00
2535,10,997.948,20,01,20657664136587462353,01023086864069824988,1,1,20260406,0,0,0,1,0,00
2536,30,862.797,08,10,08822266245003966750,10270565495936773215,1,1,20260217,0,0,0,1,0,00
2537,10,8307.212,11,01,11391907670541791186,01217528173914287527,1,1,20260415,0,0,0,1,0,00
2538,10,3816.869,26,11,26367344909511801968,11777339843833699016,1,1,20260429,0,0,0,1,0,00
2539,10,218.821,05,25,05872556908479553257,25738930564999025661,1,1,20260401,0,0,0,2,0,00
2540,10,5914.165,10,03,10028450762184882270,03141826202497690147,1,1,20260326,0,0,0,2,0,00
2541,10,5181.625,26,17,26782724277590267220,17006108840105109541,1,1,20260407,0,0,0,1,0,00
2542,30,96.545,26,03,26301945186539863233,03714751674271956926,0,1,20260501,0,0,0,1,1,07
2543,30,1945.285,26,01,26765394242063736210,01546262977067879560,1,1,20260313,0,0,0,1,0,00
2544,84,813.498,26,01,26534443444997115228,01074999323182688596,1,1,20260403,0,0,0,1,0,00
2545,10,1232.623,26,02,26123950018085192877,02973914795753784282,1,1,20260402,0,0,0,1,0,00
2546,30,1813.589,05,12,05291202022429208081,12983676957933275709,1,1,20260430,0,0,0,1,0,00
2547,30,388.308,26,20,26022038026766566870,20221899978538171609,1,1,20260422,0,0,0,1,0,00
2548,10,1358.186,14,12,14628103780341120707,12385362824141784508,1,1,20260326,0,0,0,1,0,00
2549,30,4497.316,17,12,17612493234253120951,12199464028664293314,1,1,20260306,0,0,0,2,0,00
2550,40,2064.079,03,07,03192249872549357771,07206250008989463166,1,0,20260211,0,0,0,1,1,07
2551,20,9043.283,26,04,26861689846406843416,04126389744469620706,1,1,20260217,0,0,0,1,0,00
2552,20,9507.57,26,04,26961809482116474143,04551615439774384351,1,1,20260410,0,0,0,1,0,00
2553,10,631.651,26,01,26751502354440791561,01711993708398197437,1,1,20260217,0,0,0,2,0,00
2554,10,1360.004,26,07,26422890238072715195,07455568985795914435,1,1,20260219,0,0,0,1,0,00
2555,40,3068.384,26,20,26054475975312655880,20453802464340482945,1,1,20260213,0,0,0,1,0,00
2556,20,1396.615,03,12,03659284961507025721,12767909320476244726,1,1,20260316,0,0,0,1,0,00
2557,32,4075.666,03,02,03311995374778869647,02845587071854638937,1,1,20260313,0,0,0,1,0,00
2558,10,2237.118,26,10,26318146994094580233,10480406099208698814,1,1,20260417,0,0,0,1,0,00
2559,30,344.15,26,11,26170543946383898626,11135901222810056121,1,1,20260224,0,0,0,1,0,00
2560,20,2029.44,26,08,26448361189726033746,08094389694739549270,1,1,20260430,0,0,0,1,0,00
2561,30,824.776,14,01,14974407813564066401,01546188336404320842,1,1,20260327,0,0,0,1,0,00
2562,10,2312.866,01,07,01364281061087210953,07596515409664316747,1,1,20260306,0,0,0,1,0,00
2563,10,9500.54,10,07,10998714866221838345,07984005566928826324,1,1,20260408,0,0,0,1,0,00
2564,10,900.855,04,05,04448694240426355317,05144022597156201481,1,0,20260320,0,0,3,2,1,07
2565,30,16099.827,26,07,26784833747094776296,07266962587343575411,1,1,20260424,0,0,0,1,0,00
2566,10,1252.793,26,12,26725682666320537549,12415574709170441132,1,1,20260312,0,0,0,1,0,00
2567,10,840.47,08,03,08721025448246160611,03962624805698380323,1,1,20260507,0,0,0,1,0,00
2568,10,1418.252,02,14,02489457892145730383,14634719731309623242,1,1,20260402,0,0,0,1,0,00
2569,10,492.759,10,02,10600532843862574198,02971104405688178347,0,1,20260429,0,0,0,1,1,07
2570,10,3708.075,05,10,05499588422662967249,10325976015746962051,1,1,20260403,0,0,0,1,0,00
2571,84,5028.88,26,01,26142808338047474157,01380172103270495076,1,1,20260316,0,0,0,1,0,00
2572,10,185.528,20,14,20658252552176800058,14913413827881772082,1,1,20260508,0,0,0,2,0,00
2573,32,5947.565,11,25,11016604947825658976,25900039552178993222,1,1,20260211,0,0,0,1,0,00
2574,31,807.841,26,01,26454325239766578024,01691708086589349149,1,1,20260318,0,0,0,1,0,00
2575,10,1787.27,02,17,02505543360503951453,17493932956159093501,1,1,20260508,0,0,0,1,0,00
2576,10,2836.49,03,17,03283122641531213271,17608392988236298690,0,1,20260424,0,0,0,1,1,07
2577,10,554.971,26,17,26715134562010159623,17556779618431793007,1,1,20260304,0,0,0,1,0,00
2578,84,7011.096,01,04,01749869479157630216,04501521242768278754,1,1,20260415,0,0,0,2,0,00
2579,10,7103.153,12,26,12867339945361735969,26177139800697627780,1,1,20260210,0,0,0,1,0,00
2580,30,5971.077,03,20,03038267109891719233,20197182611602133929,1,1,20260213,0,0,0,1,0,00
2581,10,535.307,03,08,03139809647593220181,08505463148874603686,1,1,20260424,0,0,0,1,0,00
2582,10,4800.059,01,25,01786609376468010424,25819900618690032545,1,1,20260508,0,0,0,1,0,00
2583,30,307.449,01,25,01287538241369454681,25588862623567803233,1,1,20260216,0,0,0,2,0,00
2584,30,1659.592,26,14,26024778754326801797,14836750507049573209,1,1,20260305,0,0,0,1,0,00
2585,10,1003.968,02,26,02251573516089165164,26454208689361076467,1,1,20260410,0,0,0,1,0,00
2586,20,4542.362,26,07,26408450311052174932,07443001211460011075,1,0,20260427,0,0,0,1,1,07
2587,20,1905.201,26,25,26375318654920438531,25503268880017705906,1,1,20260417,0,0,0,1,0,00
2588,10,664.521,26,07,26745356796655087852,07779055810156623216,1,0,20260402,0,0,0,1,1,07
2589,10,1701.42,26,03,26656456720948832407,03223115483095762301,1,1,20260319,0,0,0,2,0,00
2590,20,1735.781,02,17,02995391279655175464,17490411646734050293,1,1,20260401,0,0,0,1,0,00
2591,30,2506.663,26,08,26575319096442028351,08943458468014486956,1,1,20260403,0,0,0,1,0,00
2592,40,674.358,02,07,02879801938970381182,07950559081600864979,1,1,20260320,0,0,0,3,0,00
2593,10,1453.733,26,20,26935264204893892713,20325535263454137793,1,1,20260320,0,0,0,1,0,00
2594,10,1172.292,17,04,17485856772402191155,04689539141734750501,1,1,20260413,0,0,0,1,0,00
2595,10,1914.241,05,08,05862131686420023438,08125813270080373420,1,1,20260318,0,0,0,1,0,00
2596,20,1137.47,11,12,11510706123234548937,12249558658679479006,1,1,20260227,0,0,0,1,0,00
2597,20,2474.869,20,10,20621673093441710457,10967730420688370366,1,1,20260501,0,0,0,2,0,00
2598,20,661.658,04,25,04781563271062252836,25498066842917415789,1,0,20260410,0,0,0,1,1,07
2599,40,7630.565,02,05,02228093157992583581,05882506229540012303,1,1,20260423,0,0,0,1,0,00
2600,30,4803.879,26,08,26982268521520863113,08611572147831648011,1,1,20260313,0,0,0,1,0,00
2601,10,1952.323,26,25,26530509367741326502,25098320028939707137,1,0,20260320,0,0,0,1,1,07
2602,10,3013.907,20,26,20511539337727761476,26398430306036428117,1,1,20260313,0,0,0,2,0,00
2603,20,4380.027,26,10,26724054323041685577,10746927232100094939,1,1,20260327,0,0,0,1,0,00
2604,10,1717.055,26,02,26650697584538105523,02486538677935655606,1,1,20260508,0,0,0,1,0,00
2605,10,8066.015,26,03,26790075683393125149,03224892925130344944,1,1,20260306,0,0,0,1,0,00
2606,10,3715.906,26,08,26599591185939447403,08722143157196341965,1,1,20260506,0,0,0,2,0,00
2607,10,857.982,02,12,02325934806802638958,12939793246564146023,1,1,20260501,0,0,0,1,0,00
2608,10,12737.591,11,26,11760239569842417325,26643623154993302478,1,1,20260417,0,0,0,1,0,00
2609,30,1049.046,14,25,14001049198239911267,25278647014096259665,1,1,20260505,0,0,0,1,0,00
2610,10,1502.652,26,14,26933942636693155483,14065162618844787926,1,1,20260504,0,0,0,1,0,00
2611,10,6583.767,26,12,26171922392954037889,12474539187475074253,1,1,20260420,0,0,0,1,0,00
2612,10,3970.704,03,07,03943457400595996615,07124859223531614427,1,1,20260508,0,0,0,1,0,00
2613,32,1992.042,26,05,26857838488886803542,05982000708918813845,1,1,20260305,0,0,0,1,0,00
2614,30,1109.854,01,01,01658899847959783915,01612643113977636821,1,1,20260303,0,1,0,1,0,00
2615,10,1787.92,26,20,26355587233042664403,20337300781808099717,1,1,20260211,0,0,0,1,0,00
2616,30,257.692,05,20,05424266192781820029,20407706665339577292,1,1,20260220,0,0,0,1,0,00
2617,10,453.324,20,11,20796259974020769394,11223303044191814866,1,1,20260424,0,0,0,1,0,00
2618,40,457.18,26,05,26289623147178487121,05011488715065761164,1,1,20260407,1,0,0,2,0,00
2619,10,2644.981,08,10,08263839533809675039,10486376709899218036,1,1,20260227,0,0,0,2,0,00
2620,10,1395.193,02,14,02038472893051322140,14888104054062198210,1,1,20260219,0,0,0,1,0,00
2621,10,918.963,26,04,26069270860110091558,04693416287889541682,1,1,20260417,0,0,2,1,1,02
2622,30,677.899,26,14,26330456445815963420,14471722809742635484,1,1,20260311,0,0,0,1,0,00
2623,20,506.293,26,17,26932805420405222215,17795992145510397066,1,1,20260319,0,0,1,1,0,00
2624,10,3709.09,17,25,17402415617892360397,25801181250678844367,1,1,20260320,0,0,0,1,0,00
2625,10,1627.739,11,26,11601236136873183890,26009455496665179302,1,1,20260219,0,0,0,1,0,00
2626,10,1993.351,04,08,04777617009579004220,08186901375368507219,1,1,20260506,0,0,0,1,0,00
2627,20,2420.704,11,03,11865841131413329629,03226418575261394377,1,1,20260323,0,0,0,1,0,00
2628,10,878.496,26,07,26232939622294534241,07648953092713945169,1,1,20260227,0,0,0,1,0,00
2629,10,948.77,02,08,02747671709559963756,08770769571793697253,1,1,20260319,0,0,0,1,0,00
2630,10,3717.687,01,11,01791503299676483242,11875709194856243494,1,1,20260417,0,0,0,1,0,00
2631,10,7163.407,26,07,26114489958812914747,07710708637644085138,1,1,20260417,0,0,0,1,0,00
2632,10,3039.631,10,08,10124637349616651758,08150023997659598424,1,1,20260223,0,0,0,3,0,00
2633,10,1238.031,26,01,26668330224743605844,01050866394557949353,1,0,20260417,0,0,0,1,0,00
2634,10,429.307,05,03,05816265483926618783,03493011726951886355,1,1,20260330,0,0,0,2,0,00
2635,10,980.362,02,10,02815274654186642802,10094975164759876093,1,1,20260501,0,0,0,1,0,00
2636,20,8357.805,11,20,11873889549975703913,20293356774722090011,1,1,20260430,0,0,0,2,0,00
2637,20,8263.329,20,10,20714499686066161098,10170469579231490428,0,1,20260220,0,0,0,2,1,07
2638,10,447.295,10,07,10123220976432280331,07265898243933572191,1,1,20260220,0,0,0,2,0,00
2639,10,3679.416,26,04,26007119225938947942,04959283283560019156,1,1,20260313,0,0,0,1,0,00
2640,30,271.864,05,01,05456957235007534688,01104966634962461613,1,1,20260403,0,0,0,1,0,00
2641,10,300.452,05,20,05405499192867824372,20692443567230040886,1,1,20260501,0,0,0,1,0,00
2642,32,2000.851,01,11,01979444235272356277,11057448212466298713,1,1,20260430,0,0,0,1,0,00
2643,31,3950.115,26,04,26452540359558769302,04899229453906690277,1,1,20260302,0,0,0,1,0,00
2644,10,887.664,26,04,26975161177456868428,04849361810415155971,1,1,20260211,0,0,0,2,0,00
2645,30,742.897,26,25,26886462243403567413,25402123544882803740,1,1,20260225,0,0,0,1,0,00
2646,30,2661.731,26,10,26187436531983295162,10144783960134971127,1,1,20260223,0,0,0,1,0,00
2647,10,10601.858,26,25,26957276864431493060,25434181962171828247,1,1,20260416,0,0,0,2,0,00
2648,10,507.571,05,01,05759309775092595072,01187617501513824295,1,1,20260501,0,0,0,1,0,00
2649,10,1883.847,12,20,12102788046050564195,20338550986791580405,1,1,20260508,0,0,0,2,0,00
2650,20,9421.398,12,08,12420301677860761577,08643455778039052406,1,1,20260225,0,0,0,1,0,00
2651,84,801.862,26,03,26671783414284468421,03010865953988230829,1,1,20260211,0,0,0,1,0,00
2652,20,6464.957,26,02,26765447523358768809,02310879253294769670,1,1,20260217,0,0,0,1,0,00
2653,30,3524.207,02,17,02086644713673959262,17514094934807262432,0,1,20260415,0,0,0,1,0,00
2654,30,2057.2,10,11,10009311936463034521,11807335085338854082,0,1,20260320,0,0,0,1,0,00
2655,30,4665.077,05,02,05257335516658371945,02836663815210971305,1,1,20260330,0,0,0,1,0,00
2656,10,1093.663,26,10,26322687651505639607,10297039330676131639,1,1,20260225,0,0,0,1,0,00
2657,10,362.273,04,12,04965156734245358392,12445679268900617511,1,1,20260420,0,0,1,2,0,00
2658,10,26380.929,26,08,26538705536887083263,08812136901059671009,1,1,20260507,0,0,3,1,1,04
2659,31,11784.001,11,05,11871720303175419213,05399841042473572923,1,1,20260417,0,0,3,1,1,04
2660,20,5502.405,04,14,04914464623425965583,14885559701556057227,1,1,20260326,0,0,0,1,0,00
2661,10,1059.248,03,25,03534065315879549692,25574285148580188039,1,1,20260506,0,0,0,1,0,00
2662,10,2832.212,12,05,12226260699699510273,05617944993369163523,1,1,20260417,0,0,0,2,0,00
2663,10,290.719,08,11,08135704912494136573,11639236077251772504,1,1,20260327,0,0,0,1,0,00
2664,40,1242.036,26,20,26463775612351272924,20863768541036247133,1,1,20260424,0,0,0,1,0,00
2665,10,385.698,20,25,20074224831068583518,25642946502480980188,1,1,20260422,0,0,0,1,0,00
2666,10,3989.072,14,08,14849912143666493780,08421726011413059006,0,1,20260227,0,0,0,1,0,00
2667,30,1521.49,12,11,12487573751098703171,11962694100331137517,1,1,20260408,0,0,0,1,0,00
2668,10,1120.096,07,20,07947911250213023449,20847340715117271044,1,1,20260430,0,0,0,1,0,00
2669,10,11545.514,12,01,12982764268960969171,01047645592821166139,1,1,20260227,0,0,0,1,0,00
2670,32,422.603,03,02,03552966759387328487,02158785892598126402,1,1,20260316,0,0,0,1,0,00
2671,10,292.082,26,20,26471823541799971104,20254628525766493717,1,1,20260320,0,0,0,2,0,00
2672,20,693.404,11,08,11463448912985593285,08680080134399784141,1,1,20260227,1,0,0,3,1,09
2673,30,3694.955,26,03,26919598772247227388,03076044353670738178,1,1,20260227,0,0,0,2,0,00
2674,10,6548.318,26,04,26720207258635980111,04417440077099630357,1,1,20260227,0,0,0,1,0,00
2675,10,4246.845,11,02,11831580203602328510,02890587578345694430,1,1,20260223,0,0,0,3,0,00
2676,10,253.133,26,08,26468357801956944503,08102396817995219985,1,1,20260217,0,0,0,1,0,00
2677,10,371.633,05,11,05480347343258567045,11583760134881627832,1,1,20260312,0,0,0,1,0,00
2678,10,1260.093,26,25,26939458067379072310,25200718357376731320,1,1,20260306,0,0,0,1,0,00
2679,10,631.541,01,12,01995307829538120621,12177262223374294837,0,1,20260508,0,0,0,1,1,07
2680,10,3084.136,26,05,26636563875050451270,05796649879851549371,1,1,20260407,0,0,0,1,0,00
2681,10,5320.12,26,20,26595063491343241924,20954062572847911592,1,1,20260420,0,0,0,1,0,00
2682,10,806.057,14,26,14015864902998924107,26565644334151854276,1,1,20260227,0,0,0,2,0,00
2683,30,3554.007,02,03,02477578496049291237,03889818224300437194,1,1,20260311,0,0,0,1,0,00
2684,30,2532.663,14,11,14783626351399345333,11203583667108833944,1,1,20260219,0,0,0,2,0,00
2685,31,435.073,04,05,04629558431316955049,05003138706908821753,1,1,20260417,0,0,0,1,0,00
2686,30,2463.929,26,03,26212987213196950194,03634797599610592044,1,1,20260224,0,0,0,1,0,00
2687,10,5348.943,26,03,26155519697485216058,03079075280406031989,1,1,20260427,0,0,0,1,0,00
2688,30,1958.29,10,02,10200867833263070223,02073900265434469547,1,1,20260501,0,0,0,3,0,00
2689,30,6821.675,17,25,17062619287022214258,25812205985530119044,1,0,20260413,0,0,0,1,1,07
2690,20,2923.145,03,10,03327607316588344760,10113541361540078662,1,0,20260506,0,0,0,1,1,07
2691,31,7192.18,08,20,08393400744175085230,20854387127197744730,1,1,20260213,0,0,0,2,0,00
2692,20,519.272,26,26,26301575621334625793,26734781306524296717,1,1,20260417,0,1,0,1,0,00
2693,10,7683.926,03,10,03461877515215763774,10568613262673686195,1,1,20260319,0,0,0,1,0,00
2694,10,1663.125,26,14,26994840417284290302,14135284569412821785,1,1,20260309,0,0,0,2,0,00
2695,10,341.253,03,02,03583268989082513242,02198030034672293510,1,1,20260312,0,0,0,1,0,00
2696,10,2986.664,14,14,14748137475027317434,14735078705560733997,1,1,20260227,0,1,0,1,0,00
2697,10,1313.367,03,07,03843994852840922115,07466829359802258893,1,1,20260302,0,0,0,1,0,00
2698,32,651.528,26,10,26496048739856999779,10721353243412779737,1,1,20260312,0,0,0,1,0,00
2699,10,4299.405,04,03,04361077815106272181,03696790092937776008,1,1,20260430,0,0,0,1,0,00
2700,20,3653.337,25,17,25971733418982017719,17658948300568594438,0,1,20260306,0,0,0,1,1,07
2701,10,1343.044,05,14,05721390883054315673,14193269517506876773,1,1,20260508,0,0,0,1,0,00
2702,10,5341.615,10,26,10727211912350977343,26273560730878377967,1,1,20260313,0,0,0,1,0,00
2703,20,1951.197,26,12,26345176552414280296,12481846280903588137,1,1,20260402,0,0,0,1,0,00
2704,30,380.088,07,11,07229708261146822392,11987715781622497472,1,1,20260420,0,0,0,1,0,00
2705,20,266.555,17,04,17510780697785678120,04532330187907923771,1,1,20260406,0,0,0,1,0,00
2706,30,5017.676,08,03,08417408608586667037,03159936815136185705,1,1,20260212,0,0,0,1,0,00
2707,20,29311.003,26,20,26897739032197957781,20453145791689893924,1,1,20260501,1,0,0,1,1,09
2708,30,338.301,26,17,26994547083049862749,17556136382091844495,1,1,20260218,0,0,0,1,0,00
2709,20,3349.455,14,03,14317776063072930712,03520621310842280027,1,1,20260306,0,0,0,1,0,00
2710,10,499.075,02,14,02408088059577189002,14498906817459632147,0,1,20260219,0,0,0,1,1,07
2711,10,3020.42,26,04,26163672974475559061,04849218136965452681,1,1,20260408,0,0,3,1,1,04
2712,10,7698.317,17,02,17197086608975353194,02889916232255105078,1,1,20260403,0,0,0,1,0,00
2713,30,3888.831,01,20,01614983880849964157,20693001398584800597,1,1,20260401,0,0,0,1,0,00
2714,10,6540.267,01,26,01106095856903658392,26398207041573064171,1,0,20260325,0,0,0,1,1,07
2715,10,1261.066,26,20,26080896309555384060,20452927599691015406,1,1,20260317,0,0,0,1,0,00
2716,32,4570.1,26,10,26142739582872646371,10319265435075473155,1,1,20260220,0,0,0,2,0,00
2717,20,2411.126,26,02,26090064326917391190,02431909775128644602,1,1,20260420,0,0,0,2,0,00
2718,10,14212.929,10,11,10418444881980490282,11858598314096178173,1,1,20260227,0,0,0,1,0,00
2719,10,3870.252,04,12,04396474670707913027,12641333734919986091,1,1,20260218,0,0,0,1,0,00
2720,30,837.177,02,11,02048657179824741966,11004988975440642484,1,1,20260325,0,0,0,2,0,00
2721,10,1995.169,01,02,01477599112271174827,02919664772974283516,1,1,20260224,0,0,0,1,0,00
2722,10,5070.387,02,25,02605197555415796263,25310760639271657377,1,1,20260413,0,0,0,1,0,00
2723,10,658.811,11,03,11695294915202863649,03925911925376574850,0,0,20260508,0,0,0,1,0,00
2724,10,502.588,26,25,26272228822400195161,25354583211165621424,1,1,20260410,0,0,0,1,0,00
2725,30,3180.341,04,08,04677961414742490941,08525100056433634516,1,1,20260216,0,0,0,1,0,00
2726,31,243.294,11,14,11982812225184276421,14662059795308402961,1,1,20260225,0,0,0,1,0,00
2727,10,447.958,02,25,02826954224311274426,25389150378595364057,1,1,20260213,0,0,0,1,0,00
2728,30,485.809,26,10,26906252382474695791,10543567471556638240,1,1,20260320,0,0,0,1,0,00
2729,10,5554.776,10,14,10820093335030049829,14880805801924972619,1,1,20260327,0,0,0,1,0,00
2730,40,3862.802,05,14,05810162712960946075,14529360534119852133,1,1,20260403,0,0,0,1,0,00
2731,30,1163.98,05,10,05383897201561754442,10662026561542914691,1,1,20260417,0,0,0,1,0,00
2732,10,3716.667,08,07,08245008710983539358,07603784261185840139,1,0,20260313,0,0,0,2,1,07
2733,20,25183.062,02,03,02802818547106533528,03045965270761073961,0,1,20260313,0,0,0,1,1,07
2734,20,3095.356,10,17,10952043382787319620,17864252314961455102,1,0,20260410,0,0,0,1,1,07
2735,10,1050.848,04,11,04807458719507013941,11114466942435007522,1,1,20260312,0,0,0,2,0,00
2736,10,8354.092,10,17,10824479487662554130,17048964130747074664,1,1,20260224,0,0,0,1,0,00
2737,30,2761.211,11,20,11306247445888456237,20797013805351164545,1,1,20260325,0,0,0,1,0,00
2738,10,613.926,04,25,04032091420470507459,25483797260262622168,1,1,20260421,0,0,0,1,0,00
2739,10,1934.811,12,14,12363790783781858792,14607362033438447604,1,1,20260305,0,0,0,1,0,00
2740,30,3587.201,04,01,04348464083435803988,01931277694143750424,1,1,20260318,0,0,0,1,0,00
2741,30,482.137,04,17,04514019894724612283,17031808096397005468,1,1,20260403,0,0,0,1,0,00
2742,31,654.785,26,04,26914043890879312954,04697917903291228220,1,1,20260318,0,0,0,1,0,00
2743,30,670.151,08,12,08895443909624713803,12875178243997744050,1,1,20260402,0,0,0,1,0,00
2744,10,492.969,26,04,26215240999739179433,04530857142708502737,1,1,20260218,0,0,0,1,0,00
2745,30,4189.453,20,26,20063157892447025551,26436492399054438865,1,1,20260323,0,0,0,3,0,00
2746,30,1713.246,26,03,26671704264109557856,03093144978442562119,1,1,20260501,0,0,0,1,0,00
2747,10,3534.223,11,20,11157507469317378310,20840370192197988052,1,1,20260310,0,0,0,1,0,00
2748,10,14268.828,26,20,26052147668439805285,20822605744676258166,1,1,20260407,0,0,0,1,0,00
2749,10,3662.628,17,02,17508920714232229735,02465118696719052175,0,0,20260311,0,0,0,1,1,07
2750,10,275.221,01,26,01469181123646031552,26114347419779087076,1,1,20260320,0,0,0,1,0,00
2751,40,633.887,03,10,03537404911093343154,10053754605149368895,1,1,20260227,0,0,1,2,0,00
2752,30,717.149,11,05,11701236831993717448,05813171315265086032,1,1,20260323,0,0,2,1,1,02
2753,30,11196.714,10,26,10542833361691240766,26575532658159033879,1,1,20260227,0,0,0,1,0,00
2754,20,371.801,02,14,02752771633864468559,14314638784077664778,1,1,20260428,0,0,0,1,0,00
2755,30,781.463,02,12,02445510067006488655,12796611906406692210,1,1,20260318,0,0,0,1,0,00
2756,10,11035.048,26,08,26330701778671729366,08716665082931455010,1,1,20260327,0,0,0,1,0,00
2757,20,1584.688,05,04,05206325456380712146,04842546868422312879,1,1,20260403,0,0,0,1,0,00
2758,20,4889.463,10,02,10306390627008433768,02185671963797918597,1,1,20260316,0,0,0,2,0,00
2759,10,1107.167,12,11,12254538751215308567,11851788434028730217,0,1,20260416,0,0,0,1,1,07
2760,10,4738.289,04,20,04342173520197538679,20543053578219662497,1,1,20260211,0,0,0,2,0,00
2761,10,7166.911,03,10,03340915477072193964,10168467266825683393,1,1,20260306,0,0,0,1,0,00
2762,10,5421.147,03,05,03888825983853553971,05869086445727294453,1,1,20260424,0,0,0,1,0,00
2763,32,3429.292,04,03,04782053417926887289,03783490638979693190,1,1,20260422,0,0,0,1,0,00
2764,10,12905.206,26,07,26837723227256077342,07984562299899828220,1,1,20260424,0,0,0,1,0,00
2765,32,1591.084,10,05,10829996242900934061,05682221513420005372,1,1,20260212,0,0,0,1,0,00
2766,40,10387.088,25,01,25106900468897102068,01385721501361337631,1,1,20260224,0,0,0,2,0,00
2767,20,1278.411,26,03,26538852037441338691,03429688401759722530,1,1,20260505,0,0,0,1,0,00
2768,30,2493.471,26,14,26629014691748525809,14289076074824697295,1,1,20260410,0,0,0,1,0,00
2769,10,1303.794,07,20,07251078346943751378,20909215909374215379,1,1,20260306,0,0,0,1,0,00
2770,10,8785.752,26,20,26891858786294226513,20741470348085223486,1,1,20260504,0,0,0,1,0,00
2771,20,62.389,03,20,03313038438117745480,20424556182894093577,1,1,20260216,0,0,0,1,0,00
2772,20,1586.952,03,07,03850760594145951046,07980380907485920932,1,1,20260415,0,0,0,3,0,00
2773,10,62.08,01,04,01373684184583237620,04695012088432817674,1,1,20260318,0,0,0,1,0,00
2774,10,391.538,26,03,26300303841561919254,03943934236516120569,1,1,20260424,0,0,0,1,0,00
2775,32,2280.669,14,04,14141175843103798056,04258278237250643758,1,1,20260331,0,0,0,1,0,00
2776,10,832.2,26,07,26655472308270055665,07897238739689974845,1,1,20260220,0,0,0,1,0,00
2777,10,895.497,04,26,04207385207935137161,26118172852173761639,1,1,20260227,0,0,0,2,0,00
2778,10,4715.221,26,20,26078120650854094144,20263532428591678310,1,1,20260427,0,0,0,1,0,00
2779,30,2507.801,26,01,26456337242025562804,01141981711570773587,1,1,20260310,0,0,0,1,0,00
2780,20,589.244,26,08,26241192374167259746,08794595701260327620,1,1,20260224,0,0,0,1,0,00
2781,10,444.699,26,14,26758976219489490871,14336115244272594684,1,1,20260414,0,0,0,1,0,00
2782,30,650.624,11,14,11933817602371712723,14251843228313243192,1,1,20260302,0,0,0,3,0,00
2783,10,1824.516,26,01,26433108114829790927,01082708322073049752,1,1,20260302,0,0,2,2,1,02
2784,10,65414.36,11,03,11854254176658348225,03659795127412144873,1,1,20260501,0,0,0,1,0,00
2785,30,1733.373,01,12,01312627374821311033,12936078565000267091,1,1,20260401,0,0,0,2,0,00
2786,20,1175.221,01,05,01982890014520606842,05943079870393066918,1,1,20260306,0,0,0,1,0,00
2787,20,1011.163,04,20,04933846664267354957,20818059564053618696,1,1,20260417,0,0,0,1,0,00
2788,10,6768.881,03,01,03505904310935791139,01022398310505753156,1,1,20260415,0,0,0,1,0,00
2789,10,1984.218,26,02,26337773434380992645,02269575708491039784,1,1,20260410,0,0,0,1,0,00
2790,40,3927.912,26,04,26269227963798566448,04555310717830570429,1,1,20260501,0,0,0,1,0,00
2791,40,15082.917,02,07,02995922916637997347,07054543856415295275,1,1,20260306,0,0,0,1,0,00
2792,30,3031.028,01,08,01470410688925900555,08476545945862854350,1,1,20260409,0,0,0,1,0,00
2793,30,817.72,01,08,01002305724040486652,08921476556924147629,1,1,20260501,0,0,0,1,0,00
2794,20,546.04,26,02,26787911752724009151,02827606984596711818,1,1,20260220,0,0,0,1,0,00
2795,10,43.429,26,01,26930109727425108261,01089383158214653821,0,1,20260304,0,0,0,2,1,07
2796,32,1719.981,14,12,14829084957959271686,12886132026521561609,1,1,20260320,0,0,0,1,0,00
2797,30,1839.044,26,05,26132824215741495044,05252268735986915707,1,1,20260406,0,0,0,1,0,00
2798,20,2005.141,08,04,08937599633997063323,04008548161428552859,1,1,20260210,0,0,0,1,0,00
2799,30,6393.734,02,12,02926729784463228932,12945870735703103288,1,1,20260302,0,0,0,1,0,00
2800,10,646.04,26,14,26272923256365003672,14868653970605653729,1,1,20260320,0,0,0,1,0,00
2801,31,1324.792,26,25,26571163266069467907,25207691358413737336,1,1,20260402,0,0,0,1,0,00
2802,10,21187.835,26,12,26567872477104067558,12787901191941856275,1,1,20260422,0,0,0,1,0,00
2803,32,5697.872,26,11,26069745900032465284,11942112922725875928,1,1,20260319,0,0,0,2,0,00
2804,20,3601.326,02,26,02037852299348911039,26703705183941464003,1,1,20260313,0,0,0,3,0,00
2805,10,641.764,01,25,01795621492265269946,25646043227214929267,1,1,20260216,0,0,0,1,0,00
2806,30,2174.992,26,25,26505044218682015580,25105903304587356566,0,1,20260501,0,0,0,1,1,07
2807,30,8183.337,05,08,05624477128683666979,08303453838848822348,1,1,20260219,0,0,0,1,0,00
